merchant_id,customer_id,amount,currency,payment_method,failure_type,retry_count,customer_total_transactions,customer_successful_transactions,customer_failed_transactions,customer_success_rate,customer_total_spend,days_since_last_success,checkout_duration_seconds,hour_of_day,day_of_week,merchant_category,customer_segment,recovered_within_window
merch_1,cust_82,6314.1,INR,upi,TRANSIENT_NETWORK_TIMEOUT,2,50,40,10,0.7947,165629.62,5.7,59.8,3,1,gaming,new,1
merch_3,cust_846,4721.26,INR,upi,TRANSIENT_NETWORK_TIMEOUT,2,27,20,7,0.7401,72769.78,2.0,56.1,19,4,saas,new,1
merch_8,cust_762,771.54,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,34,32,2,0.9337,112711.1,4.6,28.6,13,4,utility,new,1
merch_8,cust_193,503.13,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,36,34,2,0.9356,161850.94,8.0,20.3,13,0,saas,regular,1
merch_20,cust_618,1355.13,INR,card,AUTHENTICATION_FAILED,0,21,17,4,0.791,54802.95,24.4,45.8,5,0,ecommerce,regular,1
merch_15,cust_189,2351.34,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,8,7,1,0.8738,21894.11,13.7,29.7,10,5,gaming,regular,1
merch_7,cust_276,218.27,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,23,9,14,0.4009,11665.69,3.0,127.9,11,0,saas,regular,1
merch_11,cust_74,6588.48,INR,wallet,AUTHENTICATION_FAILED,1,43,29,14,0.6802,34319.43,3.9,63.9,0,3,ecommerce,regular,1
merch_7,cust_10,2625.85,INR,upi,INSUFFICIENT_FUNDS,1,8,6,2,0.7818,22051.32,21.6,45.1,9,6,education,regular,0
merch_4,cust_635,8867.51,INR,upi,INSUFFICIENT_FUNDS,0,5,5,0,0.9213,21582.16,15.3,38.2,4,1,saas,regular,1
merch_12,cust_216,1429.31,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,2,40,36,4,0.9099,146580.43,2.9,63.4,3,1,gaming,regular,0
merch_6,cust_290,225.22,INR,netbanking,INSUFFICIENT_FUNDS,0,1,1,0,0.5342,4692.71,13.8,60.1,11,6,saas,vip,1
merch_14,cust_445,7227.59,INR,upi,CARD_EXPIRED,2,21,15,6,0.7211,17565.89,35.6,28.8,4,4,saas,regular,0
merch_12,cust_988,617.24,INR,card,INSUFFICIENT_FUNDS,0,44,39,5,0.8916,170876.34,11.7,56.9,19,1,ecommerce,regular,1
merch_11,cust_923,1481.27,INR,card,INSUFFICIENT_FUNDS,0,43,23,20,0.5352,68844.01,1.3,56.6,6,2,utility,regular,1
merch_19,cust_552,2234.9,INR,card,INSUFFICIENT_FUNDS,1,10,8,2,0.8146,29735.21,18.6,28.9,2,5,utility,new,1
merch_5,cust_193,2420.09,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,3,2,1,1,0.7226,1838.78,38.3,36.4,16,6,saas,regular,0
merch_14,cust_639,133.16,INR,card,INSUFFICIENT_FUNDS,0,21,15,6,0.7123,8892.91,11.4,10.4,18,2,gaming,at_risk,1
merch_16,cust_289,2668.4,INR,emi,INVALID_ACCOUNT,0,13,12,1,0.9208,6324.72,11.6,54.3,21,6,gaming,vip,0
merch_13,cust_964,330.56,INR,netbanking,AUTHENTICATION_FAILED,2,44,29,15,0.6685,40701.04,33.5,28.1,22,6,ecommerce,new,0
merch_20,cust_583,1435.21,INR,upi,INSUFFICIENT_FUNDS,0,50,38,12,0.7601,65024.68,4.6,55.2,4,0,saas,regular,1
merch_4,cust_649,13027.79,INR,wallet,INSUFFICIENT_FUNDS,0,28,19,9,0.6752,59412.18,5.9,38.3,1,0,saas,at_risk,0
merch_11,cust_144,1201.57,INR,upi,INSUFFICIENT_FUNDS,0,30,29,1,0.983,126349.37,6.0,75.9,13,6,utility,regular,1
merch_17,cust_389,5915.87,INR,card,INVALID_ACCOUNT,1,18,8,10,0.4343,16025.9,5.0,67.2,10,5,ecommerce,new,0
merch_7,cust_866,2549.0,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,1,42,26,16,0.6177,110067.92,2.1,27.0,1,2,education,vip,1
merch_14,cust_892,841.58,INR,upi,CARD_EXPIRED,0,2,2,0,0.7835,3095.28,13.4,20.5,5,5,gaming,regular,0
merch_11,cust_407,4529.67,INR,upi,AUTHENTICATION_FAILED,2,19,16,3,0.8408,38920.23,8.7,39.4,15,4,gaming,regular,1
merch_9,cust_811,2884.98,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,0,21,19,2,0.9253,17546.43,6.1,70.8,6,0,saas,new,1
merch_13,cust_370,2715.24,INR,upi,INSUFFICIENT_FUNDS,0,26,18,8,0.674,44471.25,22.1,95.6,22,4,ecommerce,regular,0
merch_18,cust_857,156.26,INR,upi,INSUFFICIENT_FUNDS,0,46,30,16,0.6561,109246.15,31.2,48.4,23,5,education,at_risk,0
merch_11,cust_441,1471.82,INR,card,TRANSIENT_NETWORK_TIMEOUT,1,25,19,6,0.7544,79763.43,4.9,83.1,0,2,gaming,regular,1
merch_15,cust_947,4694.21,INR,upi,INSUFFICIENT_FUNDS,0,19,18,1,0.9301,45469.52,3.4,63.5,21,1,ecommerce,regular,1
merch_19,cust_781,5615.21,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,0,25,21,4,0.8482,32953.58,6.0,69.2,16,6,education,regular,1
merch_1,cust_896,5952.25,INR,upi,INSUFFICIENT_FUNDS,2,41,36,5,0.8901,22455.17,14.3,55.5,16,4,saas,new,0
merch_4,cust_920,183.39,INR,emi,INSUFFICIENT_FUNDS,0,20,11,9,0.5631,40806.4,1.9,76.8,14,6,utility,vip,0
merch_14,cust_651,671.55,INR,wallet,INSUFFICIENT_FUNDS,0,6,4,2,0.7159,7591.33,3.7,55.6,2,5,gaming,new,0
merch_14,cust_564,14886.18,INR,card,CARD_EXPIRED,0,18,9,9,0.5202,31980.77,1.4,58.7,19,0,gaming,regular,0
merch_3,cust_529,641.31,INR,card,AUTHENTICATION_FAILED,0,49,42,7,0.8558,142413.61,27.8,44.2,15,3,education,regular,1
merch_17,cust_677,888.41,INR,card,CARD_EXPIRED,0,18,17,1,0.9382,19921.02,21.6,41.9,3,2,utility,regular,0
merch_3,cust_13,5729.26,INR,upi,INSUFFICIENT_FUNDS,3,20,12,8,0.5968,52706.86,5.8,43.9,0,3,ecommerce,regular,1
merch_16,cust_702,1799.82,INR,upi,INSUFFICIENT_FUNDS,3,39,13,26,0.3307,20817.32,25.7,20.2,20,2,saas,new,1
merch_14,cust_987,482.8,INR,wallet,INSUFFICIENT_FUNDS,2,34,27,7,0.7834,91373.68,0.6,43.0,3,1,ecommerce,regular,1
merch_20,cust_340,517.74,INR,card,AUTHENTICATION_FAILED,0,10,9,1,0.8902,26747.88,9.8,13.7,9,0,education,vip,0
merch_13,cust_865,356.23,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,1,33,23,10,0.6902,72098.65,9.1,41.4,3,3,gaming,at_risk,1
merch_15,cust_874,747.43,INR,card,INSUFFICIENT_FUNDS,2,19,17,2,0.8952,43197.69,3.9,57.7,8,4,gaming,regular,0
merch_14,cust_864,2454.96,INR,upi,AUTHENTICATION_FAILED,1,2,2,0,0.7709,5753.65,9.1,57.2,21,2,ecommerce,new,0
merch_19,cust_776,103.16,INR,upi,AUTHENTICATION_FAILED,2,47,30,17,0.6475,117497.49,5.6,11.4,14,3,saas,regular,1
merch_6,cust_312,486.03,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,49,41,8,0.8281,89301.99,9.4,34.1,16,6,education,new,1
merch_10,cust_733,8367.69,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,1,3,3,0,0.8757,11572.61,1.9,44.9,20,6,saas,vip,1
merch_15,cust_104,7372.61,INR,card,TRANSIENT_NETWORK_TIMEOUT,1,30,25,5,0.8199,24356.12,8.3,59.2,12,0,education,regular,1
merch_20,cust_339,6315.85,INR,netbanking,INVALID_ACCOUNT,3,39,30,9,0.7582,93813.05,17.6,52.0,19,0,saas,regular,0
merch_6,cust_198,4337.97,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,2,19,15,4,0.7835,40898.28,34.2,35.1,9,2,ecommerce,regular,0
merch_10,cust_300,3841.53,INR,upi,INVALID_ACCOUNT,0,21,13,8,0.6014,48312.99,16.1,34.1,6,1,utility,at_risk,0
merch_7,cust_444,1178.03,INR,upi,RISK_REJECTED,0,44,27,17,0.6223,67446.22,27.6,57.4,21,6,education,vip,0
merch_17,cust_359,1477.86,INR,upi,AUTHENTICATION_FAILED,0,14,11,3,0.7676,39559.0,1.2,38.6,11,4,ecommerce,new,1
merch_18,cust_368,991.25,INR,upi,AUTHENTICATION_FAILED,0,31,19,12,0.6269,80252.14,13.5,40.7,2,6,gaming,regular,0
merch_17,cust_169,13797.4,INR,upi,INVALID_ACCOUNT,1,21,17,4,0.8308,30105.46,1.2,21.0,4,4,gaming,regular,0
merch_9,cust_149,3570.84,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,17,15,2,0.8829,34072.85,6.5,24.9,10,0,saas,regular,1
merch_10,cust_761,11861.02,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,2,24,23,1,0.9581,41839.9,30.2,56.9,14,2,gaming,regular,1
merch_10,cust_768,1160.06,INR,card,CARD_EXPIRED,1,37,18,19,0.4986,26443.98,11.2,31.7,0,5,utility,regular,0
merch_7,cust_982,3447.7,INR,upi,TRANSIENT_NETWORK_TIMEOUT,2,40,24,16,0.5963,74502.72,11.0,25.4,17,0,education,regular,1
merch_16,cust_42,5029.64,INR,card,TRANSIENT_NETWORK_TIMEOUT,2,41,28,13,0.6745,138165.03,4.4,69.6,21,5,saas,new,1
merch_18,cust_202,398.36,INR,upi,TRANSIENT_NETWORK_TIMEOUT,3,34,20,14,0.5946,12552.73,5.3,52.6,14,5,education,vip,1
merch_6,cust_970,3898.23,INR,card,INSUFFICIENT_FUNDS,1,47,23,24,0.4906,38064.92,31.2,98.7,3,3,education,regular,0
merch_20,cust_244,698.24,INR,upi,INSUFFICIENT_FUNDS,1,20,13,7,0.6498,64383.05,4.8,74.7,0,3,ecommerce,regular,0
merch_1,cust_669,1441.67,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,2,16,14,2,0.8645,26199.26,3.1,21.5,14,5,gaming,new,0
merch_1,cust_464,4457.62,INR,upi,INSUFFICIENT_FUNDS,0,49,31,18,0.6427,15599.05,4.5,47.9,6,6,education,vip,1
merch_12,cust_449,2079.77,INR,netbanking,INSUFFICIENT_FUNDS,0,42,34,8,0.81,168504.55,5.9,45.6,20,3,utility,at_risk,1
merch_2,cust_913,8941.25,INR,card,INVALID_ACCOUNT,3,12,10,2,0.792,39256.12,17.3,32.1,23,6,utility,regular,0
merch_4,cust_798,1016.07,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,41,28,13,0.6715,34227.41,32.6,32.3,3,5,gaming,regular,1
merch_17,cust_794,634.42,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,3,24,10,14,0.4229,10931.06,5.9,27.8,10,5,gaming,regular,0
merch_4,cust_437,1489.34,INR,upi,INSUFFICIENT_FUNDS,1,13,8,5,0.6175,23450.17,0.8,24.4,13,5,saas,regular,1
merch_11,cust_893,6735.09,INR,upi,RISK_REJECTED,0,34,26,8,0.7525,14349.77,9.3,70.6,22,2,saas,new,0
merch_4,cust_750,6630.34,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,27,17,10,0.6197,66002.15,50.3,80.9,3,6,saas,regular,0
merch_1,cust_531,1663.27,INR,netbanking,TRANSIENT_NETWORK_TIMEOUT,1,38,25,13,0.6602,50221.27,0.4,77.8,4,3,gaming,regular,0
merch_7,cust_565,5859.66,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,21,17,4,0.8124,83013.51,9.6,82.0,22,2,education,vip,1
merch_18,cust_597,333.43,INR,upi,INSUFFICIENT_FUNDS,1,3,2,1,0.665,1174.68,26.6,50.6,0,3,ecommerce,regular,0
merch_9,cust_273,76.71,INR,upi,INSUFFICIENT_FUNDS,2,49,38,11,0.7774,168226.6,31.1,43.3,14,3,saas,at_risk,0
merch_3,cust_430,7053.62,INR,card,AUTHENTICATION_FAILED,3,14,12,2,0.8459,25466.73,14.2,39.0,1,2,ecommerce,new,0
merch_8,cust_872,7302.15,INR,upi,INSUFFICIENT_FUNDS,1,43,34,9,0.7855,119128.33,0.2,21.6,15,2,utility,regular,0
merch_19,cust_213,591.74,INR,upi,INSUFFICIENT_FUNDS,0,38,33,5,0.8775,164874.14,5.0,26.6,23,2,gaming,regular,0
merch_4,cust_949,1286.95,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,37,36,1,0.9749,143403.11,4.2,43.6,4,2,utility,new,1
merch_18,cust_873,6703.86,INR,upi,INSUFFICIENT_FUNDS,0,41,11,30,0.2647,36551.76,14.8,62.4,8,2,saas,regular,1
merch_20,cust_104,356.2,INR,card,INSUFFICIENT_FUNDS,2,42,28,14,0.6618,56732.41,47.1,60.0,9,2,education,new,0
merch_11,cust_192,7009.58,INR,card,TRANSIENT_NETWORK_TIMEOUT,1,44,39,5,0.8923,110127.0,13.6,51.0,4,4,saas,regular,0
merch_14,cust_941,3042.22,INR,netbanking,AUTHENTICATION_FAILED,0,30,22,8,0.7451,63924.54,2.6,35.8,0,5,ecommerce,regular,0
merch_18,cust_689,3797.92,INR,card,INSUFFICIENT_FUNDS,1,45,39,6,0.8762,136748.33,9.0,51.0,11,6,saas,new,0
merch_16,cust_659,3211.97,INR,upi,AUTHENTICATION_FAILED,0,10,8,2,0.7777,32908.3,1.2,53.8,0,1,education,regular,1
merch_3,cust_380,3107.42,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,1,1,0,0.7877,4372.48,3.0,27.6,9,3,education,new,1
merch_15,cust_967,766.25,INR,emi,AUTHENTICATION_FAILED,0,39,20,19,0.5213,67890.99,6.7,107.6,15,0,gaming,regular,1
merch_4,cust_81,992.42,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,28,23,5,0.8283,52146.44,10.7,17.9,14,2,gaming,regular,1
merch_5,cust_705,3086.7,INR,card,TRANSIENT_NETWORK_TIMEOUT,1,45,29,16,0.646,130699.94,1.7,21.2,19,1,education,regular,0
merch_17,cust_549,1846.1,INR,card,CARD_EXPIRED,3,19,18,1,0.9523,63259.3,2.7,31.9,20,2,education,regular,0
merch_7,cust_377,2777.67,INR,upi,INSUFFICIENT_FUNDS,0,30,19,11,0.6482,19384.47,10.3,59.3,9,5,ecommerce,new,1
merch_16,cust_838,1072.63,INR,card,INSUFFICIENT_FUNDS,2,20,11,9,0.5349,8015.54,25.2,21.5,12,0,saas,regular,0
merch_14,cust_154,2231.52,INR,card,INVALID_ACCOUNT,0,20,17,3,0.8491,18104.13,21.4,20.2,11,3,gaming,regular,0
merch_16,cust_642,591.76,INR,upi,INSUFFICIENT_FUNDS,0,23,17,6,0.7249,68506.97,6.8,12.5,19,0,ecommerce,at_risk,1
merch_7,cust_571,187.03,INR,upi,AUTHENTICATION_FAILED,1,31,25,6,0.8064,120259.17,1.4,111.4,13,5,saas,new,0
merch_9,cust_736,10614.09,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,1,32,27,5,0.8438,100429.35,22.3,49.4,10,3,gaming,regular,1
merch_4,cust_761,4543.78,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,47,37,10,0.778,30276.24,9.0,27.3,15,0,ecommerce,regular,1
merch_11,cust_240,2462.49,INR,upi,INSUFFICIENT_FUNDS,0,26,23,3,0.8991,80925.23,4.7,43.8,6,4,utility,regular,1
merch_2,cust_374,2852.66,INR,netbanking,AUTHENTICATION_FAILED,1,14,6,8,0.4492,6599.81,10.3,28.9,19,4,utility,new,0
merch_12,cust_901,2555.12,INR,upi,INSUFFICIENT_FUNDS,1,6,5,1,0.8805,12726.08,12.1,66.1,3,1,gaming,regular,1
merch_12,cust_805,8067.63,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,0,33,24,9,0.7323,31242.37,5.0,147.6,12,6,ecommerce,new,1
merch_4,cust_799,5249.68,INR,card,INSUFFICIENT_FUNDS,0,8,7,1,0.8923,23881.48,13.5,62.1,20,2,saas,regular,1
merch_18,cust_204,1426.39,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,4,4,0,0.9606,13611.98,0.2,35.9,18,4,saas,vip,1
merch_7,cust_611,911.49,INR,upi,INVALID_ACCOUNT,0,13,12,1,0.8972,55288.88,5.1,83.9,1,2,ecommerce,vip,1
merch_1,cust_350,290.96,INR,netbanking,INSUFFICIENT_FUNDS,2,35,18,17,0.5177,25908.85,42.0,37.6,9,1,utility,regular,0
merch_13,cust_688,609.72,INR,wallet,RISK_REJECTED,0,29,19,10,0.6705,89322.89,23.5,38.8,6,3,ecommerce,regular,0
merch_6,cust_774,2407.13,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,25,19,6,0.773,76378.55,0.2,99.1,8,0,utility,regular,1
merch_6,cust_783,842.27,INR,card,TRANSIENT_NETWORK_TIMEOUT,3,34,26,8,0.7646,25795.47,12.1,26.3,17,5,utility,regular,0
merch_12,cust_143,1360.89,INR,upi,INSUFFICIENT_FUNDS,2,11,9,2,0.7781,18399.99,22.5,31.4,18,6,saas,vip,0
merch_8,cust_189,550.84,INR,upi,CARD_EXPIRED,0,38,31,7,0.8209,133416.0,4.6,52.7,23,3,gaming,regular,0
merch_19,cust_272,9015.39,INR,upi,INSUFFICIENT_FUNDS,2,29,19,10,0.6553,20587.12,11.8,83.1,4,3,education,regular,0
merch_5,cust_532,170.07,INR,netbanking,CARD_EXPIRED,3,45,23,22,0.5017,29142.55,20.6,112.8,0,2,ecommerce,new,0
merch_18,cust_845,1567.5,INR,emi,TRANSIENT_NETWORK_TIMEOUT,1,22,16,6,0.7371,63986.32,3.9,55.5,21,3,utility,regular,0
merch_5,cust_300,1095.15,INR,netbanking,AUTHENTICATION_FAILED,1,34,25,9,0.7299,69466.96,20.9,44.2,16,4,ecommerce,new,1
merch_10,cust_426,79.18,INR,card,AUTHENTICATION_FAILED,1,46,39,7,0.8507,140616.87,18.0,35.5,19,4,gaming,regular,1
merch_1,cust_46,9288.0,INR,netbanking,INSUFFICIENT_FUNDS,2,11,9,2,0.8303,30615.45,2.8,44.2,19,3,gaming,regular,1
merch_10,cust_95,1367.07,INR,netbanking,INSUFFICIENT_FUNDS,1,28,23,5,0.8149,30109.23,6.7,50.6,19,4,education,vip,0
merch_5,cust_930,2491.98,INR,card,INSUFFICIENT_FUNDS,0,8,8,0,0.9744,38848.21,21.2,58.8,15,0,education,at_risk,1
merch_12,cust_64,3108.04,INR,wallet,INSUFFICIENT_FUNDS,3,24,22,2,0.9339,93167.25,14.1,53.5,10,6,utility,regular,0
merch_7,cust_413,3349.94,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,10,7,3,0.7457,11547.25,10.0,36.7,2,4,education,regular,1
merch_9,cust_643,2208.34,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,15,11,4,0.7018,38305.12,6.9,32.1,14,2,utility,at_risk,1
merch_12,cust_9,3203.44,INR,upi,INSUFFICIENT_FUNDS,1,45,22,23,0.4941,11953.09,5.7,78.4,10,6,saas,regular,0
merch_1,cust_459,4926.77,INR,upi,INSUFFICIENT_FUNDS,1,39,29,10,0.7485,15701.18,8.6,24.8,23,3,utility,regular,1
merch_11,cust_715,10684.44,INR,upi,INSUFFICIENT_FUNDS,1,39,28,11,0.7134,19250.68,7.5,21.3,0,1,education,new,1
merch_15,cust_409,3795.47,INR,wallet,INSUFFICIENT_FUNDS,0,21,18,3,0.8377,49251.45,3.5,39.6,2,6,ecommerce,new,1
merch_2,cust_470,2221.13,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,36,31,5,0.8635,101164.74,22.7,72.6,12,6,education,new,1
merch_20,cust_810,2108.26,INR,card,INSUFFICIENT_FUNDS,0,36,23,13,0.6276,27283.2,52.5,38.4,1,4,gaming,new,1
merch_7,cust_506,4380.84,INR,upi,TRANSIENT_NETWORK_TIMEOUT,3,50,49,1,0.9852,135354.89,9.6,59.3,13,4,education,regular,1
merch_12,cust_686,3501.95,INR,card,INSUFFICIENT_FUNDS,1,48,42,6,0.8678,139399.33,52.6,45.2,1,5,saas,new,1
merch_18,cust_73,1958.88,INR,upi,CARD_EXPIRED,0,20,16,4,0.7948,55730.28,6.4,151.1,1,4,utility,regular,1
merch_3,cust_84,1482.56,INR,card,CARD_EXPIRED,0,13,6,7,0.4289,25646.65,5.8,42.1,23,0,gaming,regular,0
merch_7,cust_59,17491.58,INR,card,RISK_REJECTED,0,2,1,1,0.5642,2577.68,32.6,38.5,14,1,utility,regular,0
merch_11,cust_21,5145.46,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,47,22,25,0.4577,107149.17,46.2,90.7,18,4,utility,new,1
merch_18,cust_458,860.77,INR,upi,TRANSIENT_NETWORK_TIMEOUT,2,27,24,3,0.9004,113893.2,4.4,50.4,16,4,education,new,0
merch_12,cust_918,1259.44,INR,netbanking,AUTHENTICATION_FAILED,1,7,3,4,0.3932,14795.64,36.7,53.3,5,0,ecommerce,regular,1
merch_6,cust_157,7894.84,INR,upi,INSUFFICIENT_FUNDS,0,41,28,13,0.6824,134193.59,2.0,61.0,17,5,gaming,vip,1
merch_5,cust_831,3834.38,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,26,24,2,0.924,78658.66,15.6,21.2,6,0,saas,regular,1
merch_1,cust_329,1352.54,INR,emi,INSUFFICIENT_FUNDS,0,30,12,18,0.4085,32606.38,30.2,61.4,23,4,saas,at_risk,0
merch_12,cust_573,1635.11,INR,emi,INSUFFICIENT_FUNDS,1,19,12,7,0.6063,28911.52,7.4,27.7,7,4,ecommerce,regular,0
merch_11,cust_576,1716.96,INR,upi,INVALID_ACCOUNT,1,40,31,9,0.7738,74197.89,2.3,39.6,8,4,ecommerce,regular,0
merch_4,cust_837,771.55,INR,card,CARD_EXPIRED,2,21,20,1,0.9673,55686.07,31.8,65.0,12,4,education,regular,0
merch_18,cust_680,2555.08,INR,upi,TRANSIENT_NETWORK_TIMEOUT,1,26,17,9,0.6419,55409.19,20.8,43.5,22,5,saas,new,1
merch_4,cust_203,5127.1,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,10,4,6,0.3846,7956.44,0.9,95.5,5,1,gaming,new,1
merch_17,cust_641,2955.88,INR,card,INSUFFICIENT_FUNDS,1,36,33,3,0.9094,90038.49,7.9,25.8,23,3,ecommerce,at_risk,0
merch_2,cust_757,3784.31,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,44,31,13,0.7151,60489.44,18.1,96.5,7,3,ecommerce,regular,1
merch_2,cust_106,3216.88,INR,card,TRANSIENT_NETWORK_TIMEOUT,1,27,23,4,0.8492,46695.53,9.3,67.7,6,6,ecommerce,new,0
merch_12,cust_833,262.45,INR,upi,INVALID_ACCOUNT,0,8,6,2,0.7518,15119.38,34.8,43.5,9,2,gaming,regular,0
merch_6,cust_122,779.15,INR,wallet,AUTHENTICATION_FAILED,0,26,23,3,0.9002,48313.84,0.5,36.2,7,0,saas,regular,1
merch_10,cust_318,1559.62,INR,card,AUTHENTICATION_FAILED,0,1,1,0,0.6129,3636.73,17.6,40.5,14,3,gaming,new,0
merch_16,cust_182,7751.21,INR,card,CARD_EXPIRED,0,23,18,5,0.7871,46914.64,38.4,57.5,11,6,gaming,regular,0
merch_14,cust_615,1550.71,INR,card,TRANSIENT_NETWORK_TIMEOUT,1,9,5,4,0.5581,18132.39,4.0,53.3,15,4,education,new,0
merch_7,cust_316,1436.64,INR,emi,AUTHENTICATION_FAILED,0,31,28,3,0.9152,107804.46,19.2,18.7,5,6,ecommerce,regular,1
merch_19,cust_814,344.07,INR,emi,INSUFFICIENT_FUNDS,0,7,6,1,0.8762,6397.09,6.4,69.0,2,4,saas,regular,1
merch_17,cust_773,12574.35,INR,card,CARD_EXPIRED,3,9,6,3,0.6565,16062.47,5.7,14.2,10,1,education,regular,0
merch_9,cust_625,5326.45,INR,card,TRANSIENT_NETWORK_TIMEOUT,3,7,3,4,0.4332,7120.21,10.3,105.4,3,0,education,regular,0
merch_13,cust_406,5132.43,INR,card,AUTHENTICATION_FAILED,1,28,11,17,0.4058,14047.11,13.8,48.7,14,3,utility,vip,1
merch_5,cust_986,1744.11,INR,upi,CARD_EXPIRED,0,34,30,4,0.8859,51472.9,16.1,53.0,4,1,ecommerce,vip,0
merch_5,cust_949,335.64,INR,upi,INSUFFICIENT_FUNDS,2,16,10,6,0.6334,25252.25,9.2,60.6,23,1,saas,new,0
merch_10,cust_70,1120.56,INR,upi,INSUFFICIENT_FUNDS,1,10,8,2,0.8491,11544.99,36.7,84.2,15,0,saas,at_risk,0
merch_10,cust_160,6758.24,INR,card,INVALID_ACCOUNT,1,24,12,12,0.5062,17852.15,3.5,80.8,5,4,saas,vip,0
merch_7,cust_240,745.85,INR,upi,TRANSIENT_NETWORK_TIMEOUT,2,10,8,2,0.8152,37760.43,26.1,87.6,7,6,ecommerce,regular,1
merch_15,cust_523,7913.36,INR,card,TRANSIENT_NETWORK_TIMEOUT,0,46,43,3,0.9334,39419.26,25.5,59.7,20,5,saas,regular,1
merch_7,cust_138,2735.7,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,29,23,6,0.8041,46930.64,1.9,32.2,18,4,gaming,regular,1
merch_15,cust_495,4437.74,INR,card,AUTHENTICATION_FAILED,3,25,23,2,0.9294,27121.16,6.4,79.2,9,0,gaming,regular,1
merch_3,cust_679,2165.68,INR,netbanking,AUTHENTICATION_FAILED,2,41,37,4,0.8951,53617.65,11.4,52.9,11,1,ecommerce,regular,0
merch_19,cust_247,9474.83,INR,upi,AUTHENTICATION_FAILED,2,30,26,4,0.862,111481.41,18.7,41.6,11,5,saas,regular,0
merch_10,cust_866,1008.96,INR,netbanking,INSUFFICIENT_FUNDS,2,19,12,7,0.6307,23098.36,31.9,23.3,1,4,utility,new,1
merch_15,cust_543,3023.76,INR,card,RISK_REJECTED,0,31,20,11,0.6586,17194.17,48.9,53.2,3,0,utility,regular,0
merch_3,cust_524,300.67,INR,upi,INSUFFICIENT_FUNDS,2,30,9,21,0.3041,22580.44,4.7,17.9,2,6,utility,regular,1
merch_6,cust_243,2341.62,INR,card,RISK_REJECTED,2,34,29,5,0.8441,41703.62,16.6,61.2,9,4,gaming,regular,0
merch_12,cust_620,12654.88,INR,card,INVALID_ACCOUNT,0,28,25,3,0.893,87444.21,20.5,26.3,7,1,utility,regular,0
merch_15,cust_336,372.91,INR,card,INSUFFICIENT_FUNDS,1,19,15,4,0.8097,22601.11,7.5,48.6,15,4,saas,new,1
merch_6,cust_422,2523.4,INR,card,TRANSIENT_NETWORK_TIMEOUT,1,11,9,2,0.779,44759.41,3.9,20.5,12,3,saas,regular,1
merch_13,cust_835,3277.26,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,0,28,20,8,0.7241,20943.93,19.1,30.0,3,2,utility,new,0
merch_19,cust_194,9445.81,INR,wallet,INSUFFICIENT_FUNDS,0,6,4,2,0.7324,13607.89,7.3,59.9,12,5,education,regular,1
merch_3,cust_308,1285.46,INR,wallet,AUTHENTICATION_FAILED,0,17,12,5,0.6791,26353.57,3.0,23.3,19,0,utility,regular,0
merch_8,cust_645,2496.66,INR,wallet,TRANSIENT_NETWORK_TIMEOUT,0,37,27,10,0.7304,78243.58,0.3,57.7,1,3,education,new,0
merch_8,cust_907,15302.95,INR,upi,TRANSIENT_NETWORK_TIMEOUT,0,27,18,9,0.6785,38542.04,6.7,25.1,10,6,ecommerce,new,1
